timestamp,test-class,test-method,time,description,result
2021-09-05 13:02:20.398,acme.testing.administrator.userAccount.AdministratorListUserAccountTest,listPositive,5805,"[1] index=0, username=anonymous, name=John, surname=Doe",OK
2021-09-05 13:02:24.694,acme.testing.administrator.userAccount.AdministratorListUserAccountTest,listPositive,3872,"[2] index=1, username=administrator, name=Administrator, surname=Acme.com",OK
2021-09-05 13:02:29.781,acme.testing.administrator.userAccount.AdministratorListUserAccountTest,listPositive,4641,"[3] index=2, username=manager1, name=Jhon, surname=Lock",OK
2021-09-05 13:02:34.112,acme.testing.administrator.userAccount.AdministratorListUserAccountTest,listPositive,3857,"[4] index=3, username=manager2, name=Pepe, surname=Lock",OK
2021-09-05 13:02:35.386,acme.testing.administrator.userAccount.AdministratorListUserAccountTest,listNegative,847,"listNegative()",OK
2021-09-05 13:02:55.68,acme.testing.administrator.userAccount.AdministratorUserAccountShowTest,updatePositive,6489,"[1] recordIndex=0, username=anonymous, name=John, surname=Doe, email=john.doe@acme.com, roles=Anonymous, status=DISABLED",OK
2021-09-05 13:03:01.528,acme.testing.administrator.userAccount.AdministratorUserAccountShowTest,updatePositive,5475,"[2] recordIndex=1, username=administrator, name=Administrator, surname=Acme.com, email=administrator@acme.com, roles=Administrator Authenticated, status=ENABLED",OK
2021-09-05 13:03:07.509,acme.testing.administrator.userAccount.AdministratorUserAccountShowTest,updatePositive,5562,"[3] recordIndex=2, username=manager1, name=Jhon, surname=Lock, email=jhonlock@gmail.com, roles=Manager Authenticated, status=ENABLED",OK
2021-09-05 13:03:13.447,acme.testing.administrator.userAccount.AdministratorUserAccountShowTest,updatePositive,5547,"[4] recordIndex=3, username=manager2, name=Pepe, surname=Lock, email=pepelock@gmail.com, roles=Manager Authenticated, status=ENABLED",OK
2021-09-05 13:03:14.25,acme.testing.administrator.userAccount.AdministratorUserAccountShowTest,updateNegative,462,"updateNegative()",OK
2021-09-05 13:03:36.141,acme.testing.manager.userAccount.ManagerCreateUserAccountTest,managerAccountCreatePositive,8414,"managerAccountCreatePositive()",OK
2021-09-05 13:03:36.971,acme.testing.manager.userAccount.ManagerCreateUserAccountTest,managerAccountCreateNegative,457,"managerAccountCreateNegative()",OK
