timestamp,test-class,test-method,time,description,result
2021-09-09 00:42:02.546,acme.testing.administrator.userAccount.AdministratorListUserAccountTest,listPositive,5733,"[1] index=0, username=anonymous, name=John, surname=Doe",OK
2021-09-09 00:42:07.533,acme.testing.administrator.userAccount.AdministratorListUserAccountTest,listPositive,4380,"[2] index=1, username=administrator, name=Administrator, surname=Acme.com",OK
2021-09-09 00:42:12.281,acme.testing.administrator.userAccount.AdministratorListUserAccountTest,listPositive,4182,"[3] index=2, username=manager1, name=Jhon, surname=Lock",OK
2021-09-09 00:42:16.787,acme.testing.administrator.userAccount.AdministratorListUserAccountTest,listPositive,4002,"[4] index=3, username=manager2, name=Pepe, surname=Lock",OK
2021-09-09 00:42:18.107,acme.testing.administrator.userAccount.AdministratorListUserAccountTest,listNegative,913,"listNegative()",OK
2021-09-09 00:42:39.72,acme.testing.administrator.userAccount.AdministratorUserAccountShowTest,updatePositive,7244,"[1] recordIndex=0, username=anonymous, name=John, surname=Doe, email=john.doe@acme.com, roles=Anonymous, status=DISABLED",OK
2021-09-09 00:42:46.031,acme.testing.administrator.userAccount.AdministratorUserAccountShowTest,updatePositive,5824,"[2] recordIndex=1, username=administrator, name=Administrator, surname=Acme.com, email=administrator@acme.com, roles=Administrator Authenticated, status=ENABLED",OK
2021-09-09 00:42:52.088,acme.testing.administrator.userAccount.AdministratorUserAccountShowTest,updatePositive,5601,"[3] recordIndex=2, username=manager1, name=Jhon, surname=Lock, email=jhonlock@gmail.com, roles=Manager Authenticated, status=ENABLED",OK
2021-09-09 00:42:57.997,acme.testing.administrator.userAccount.AdministratorUserAccountShowTest,updatePositive,5496,"[4] recordIndex=3, username=manager2, name=Pepe, surname=Lock, email=pepelock@gmail.com, roles=Manager Authenticated, status=ENABLED",OK
2021-09-09 00:42:58.887,acme.testing.administrator.userAccount.AdministratorUserAccountShowTest,updateNegative,502,"updateNegative()",OK
2021-09-09 00:43:22.101,acme.testing.manager.userAccount.ManagerCreateUserAccountTest,managerAccountCreatePositive,9269,"managerAccountCreatePositive()",OK
2021-09-09 00:43:23.01,acme.testing.manager.userAccount.ManagerCreateUserAccountTest,managerAccountCreateNegative,496,"managerAccountCreateNegative()",OK
2021-09-09 00:43:39.382,acme.testing.anonymous.workplan.AnonymousWorkplanListTest,listPositive,2521,"[1] index=0, title=Important tasks, executionStart=2020/02/12 08:00, executionEnd=2022/06/22 20:00, workload=93.10, isPublic=true",OK
2021-09-09 00:43:41.997,acme.testing.anonymous.workplan.AnonymousWorkplanListTest,listPositive,2040,"[2] index=1, title=Prueba 1, executionStart=2021/02/12 08:00, executionEnd=2022/05/15 17:00, workload=20.50, isPublic=true",OK
2021-09-09 00:43:44.481,acme.testing.anonymous.workplan.AnonymousWorkplanListTest,listPositive,2038,"[3] index=2, title=Prueba 3, executionStart=2021/02/12 08:00, executionEnd=2022/05/15 17:00, workload=20.50, isPublic=true",OK
2021-09-09 00:43:45.89,acme.testing.anonymous.workplan.AnonymousWorkplanListTest,listPositiveNoWorkplanPrivate,983,"[1] index=0, title=Repository tasks, executionStart=2018/02/12 08:00, executionEnd=2022/08/31 11:12, workload=63.10, isPublic=false",OK
2021-09-09 00:43:49.249,acme.testing.anonymous.workplan.AnonymousWorkplanListTest,listNegative,2962,"listNegative()",OK
2021-09-09 00:44:06.243,acme.testing.anonymous.workplan.AnonymousWorkplanShowTest,showPositive,2382,"[1] index=61, title=Important tasks, executionStart=2020/02/12 08:00, executionEnd=2022/06/22 20:00, workload=93.10, description=Must-do before start others!, isPublic=true, tasks=Create TaskController;Create TaskService;Create TaskView",OK
2021-09-09 00:44:07.494,acme.testing.anonymous.workplan.AnonymousWorkplanShowTest,showNegative,722,"showNegative()",OK
2021-09-09 00:44:31.706,acme.testing.administrator.spamPanel.AdministratorBlackListShowTest,showPositive,6617,"[1] index=0, id=44, word=sex",OK
2021-09-09 00:44:39.548,acme.testing.administrator.spamPanel.AdministratorBlackListShowTest,showPositive,7301,"[2] index=1, id=45, word=sexo",OK
2021-09-09 00:44:47.098,acme.testing.administrator.spamPanel.AdministratorBlackListShowTest,showPositive,6900,"[3] index=10, id=54, word=millón de dolares",OK
2021-09-09 00:44:48.283,acme.testing.administrator.spamPanel.AdministratorBlackListShowTest,showNegative,702,"[1] index=0, id=44, word=sex",OK
