timestamp,test-class,test-method,time,description,result
2021-09-24 20:39:59.795,acme.testing.administrator.userAccount.AdministratorListUserAccountTest,listPositive,5995,"[1] index=0, username=anonymous, name=John, surname=Doe",OK
2021-09-24 20:40:04.398,acme.testing.administrator.userAccount.AdministratorListUserAccountTest,listPositive,4059,"[2] index=1, username=administrator, name=Administrator, surname=Acme.com",OK
2021-09-24 20:40:08.944,acme.testing.administrator.userAccount.AdministratorListUserAccountTest,listPositive,4055,"[3] index=2, username=manager1, name=Jhon, surname=Lock",OK
2021-09-24 20:40:13.387,acme.testing.administrator.userAccount.AdministratorListUserAccountTest,listPositive,3990,"[4] index=3, username=manager2, name=Pepe, surname=Lock",OK
2021-09-24 20:40:15.101,acme.testing.administrator.userAccount.AdministratorListUserAccountTest,listNegative,1287,"listNegative()",OK
2021-09-24 20:40:37.098,acme.testing.administrator.userAccount.AdministratorUserAccountShowTest,updatePositive,6946,"[1] recordIndex=0, username=anonymous, name=John, surname=Doe, email=john.doe@acme.com, roles=Anonymous, status=DISABLED",OK
2021-09-24 20:40:43.123,acme.testing.administrator.userAccount.AdministratorUserAccountShowTest,updatePositive,5590,"[2] recordIndex=1, username=administrator, name=Administrator, surname=Acme.com, email=administrator@acme.com, roles=Administrator Authenticated, status=ENABLED",OK
2021-09-24 20:40:49.167,acme.testing.administrator.userAccount.AdministratorUserAccountShowTest,updatePositive,5577,"[3] recordIndex=2, username=manager1, name=Jhon, surname=Lock, email=jhonlock@gmail.com, roles=Manager Authenticated, status=ENABLED",OK
2021-09-24 20:40:55.302,acme.testing.administrator.userAccount.AdministratorUserAccountShowTest,updatePositive,5759,"[4] recordIndex=3, username=manager2, name=Pepe, surname=Lock, email=pepelock@gmail.com, roles=Manager Authenticated, status=ENABLED",OK
2021-09-24 20:40:56.213,acme.testing.administrator.userAccount.AdministratorUserAccountShowTest,updateNegative,526,"updateNegative()",OK
2021-09-24 20:41:17.911,acme.testing.authenticated.userAccount.AuthenticatedUserAccountUpdateTest,updatePositive,7970,"[1] recordIndex=0, password=manag3r, confirmation=manag3r, name=John, surname=García, email=john@us.es",OK
