timestamp,test-class,test-method,time,description,result
2021-09-04 17:35:11.937,acme.testing.administrator.userAccount.AdministratorListUserAccountTest,listPositive,4200,"[1] index=0, username=anonymous, name=John, surname=Doe",OK
2021-09-04 17:35:16.16,acme.testing.administrator.userAccount.AdministratorListUserAccountTest,listPositive,3828,"[2] index=1, username=administrator, name=Administrator, surname=Acme.com",OK
2021-09-04 17:35:20.35,acme.testing.administrator.userAccount.AdministratorListUserAccountTest,listPositive,3826,"[3] index=2, username=manager1, name=Jhon, surname=Lock",OK
2021-09-04 17:35:24.496,acme.testing.administrator.userAccount.AdministratorListUserAccountTest,listPositive,3800,"[4] index=3, username=manager2, name=Pepe, surname=Lock",OK
2021-09-04 17:35:25.249,acme.testing.administrator.userAccount.AdministratorListUserAccountTest,listNegative,438,"listNegative()",OK
2021-09-04 17:35:42.704,acme.testing.administrator.userAccount.AdministratorUserAccountShowTest,updatePositive,6023,"[1] recordIndex=0, username=anonymous, name=John, surname=Doe, email=john.doe@acme.com, roles=Anonymous, status=DISABLED",OK
2021-09-04 17:35:48.543,acme.testing.administrator.userAccount.AdministratorUserAccountShowTest,updatePositive,5430,"[2] recordIndex=1, username=administrator, name=Administrator, surname=Acme.com, email=administrator@acme.com, roles=Administrator Authenticated, status=ENABLED",OK
2021-09-04 17:35:54.206,acme.testing.administrator.userAccount.AdministratorUserAccountShowTest,updatePositive,5349,"[3] recordIndex=2, username=manager1, name=Jhon, surname=Lock, email=jhonlock@gmail.com, roles=Manager Authenticated, status=ENABLED",OK
2021-09-04 17:35:59.944,acme.testing.administrator.userAccount.AdministratorUserAccountShowTest,updatePositive,5374,"[4] recordIndex=3, username=manager2, name=Pepe, surname=Lock, email=pepelock@gmail.com, roles=Manager Authenticated, status=ENABLED",OK
2021-09-04 17:36:00.714,acme.testing.administrator.userAccount.AdministratorUserAccountShowTest,updateNegative,441,"updateNegative()",OK
2021-09-04 17:36:20.849,acme.testing.authenticated.userAccount.AuthenticatedUserAccountUpdateTest,updatePositive,7842,"[1] recordIndex=0, password=manag3r, confirmation=manag3r, name=John, surname=García, email=john@us.es",OK
2021-09-04 17:36:27.6,acme.testing.authenticated.userAccount.AuthenticatedUserAccountUpdateTest,updatePositive,6405,"[2] recordIndex=1, password=manag3r, confirmation=manag3r, name=Manuel Ramón, surname=Benítez López, email=juan@engineer.com",OK
2021-09-04 17:36:32.257,acme.testing.authenticated.userAccount.AuthenticatedUserAccountUpdateTest,updateNegative,4343,"[1] recordIndex=0, password=null, confirmation=null, name=null, surname=null, email=null",OK
2021-09-04 17:36:37.057,acme.testing.authenticated.userAccount.AuthenticatedUserAccountUpdateTest,updateNegative,4451,"[2] recordIndex=1, password=manag3r, confirmation=manag4r, name=sex, surname=García, email=johnus.es",OK
2021-09-04 17:36:57.349,acme.testing.manager.userAccount.ManagerCreateUserAccountTest,managerAccountCreatePositive,8196,"managerAccountCreatePositive()",OK
2021-09-04 17:36:58.123,acme.testing.manager.userAccount.ManagerCreateUserAccountTest,managerAccountCreateNegative,458,"managerAccountCreateNegative()",OK
2021-09-04 17:37:16.497,acme.testing.anonymous.userAccount.SignUpTest,positiveSingUp,6484,"[1] username=johnny, password=johnny, name=Johnny, surname=López, email=john@mail.com",OK
2021-09-04 17:37:23.036,acme.testing.anonymous.userAccount.SignUpTest,positiveSingUp,6197,"[2] username=manolo, password=manolo, name=Manuel Raúl, surname=Benítez López, email=manolo@engineer.com",OK
2021-09-04 17:37:26.266,acme.testing.anonymous.userAccount.SignUpTest,negativeSingUp,2918,"[1] recordIndex=0, username=Lisa, password=1234, confirmation=1234, name=null, surname=null, email=morganmail.com, accept=true",OK
2021-09-04 17:37:29.416,acme.testing.anonymous.userAccount.SignUpTest,negativeSingUp,2795,"[2] recordIndex=1, username=Gabriel, password=constrasena, confirmation=password, name=Gabri, surname=Gabri, email=gabri@mail.com, accept=true",OK
2021-09-04 17:37:32.543,acme.testing.anonymous.userAccount.SignUpTest,negativeSingUp,2795,"[3] recordIndex=2, username=null, password=null, confirmation=null, name=null, surname=null, email=null, accept=true",OK
2021-09-04 17:37:35.291,acme.testing.anonymous.userAccount.SignUpTest,negativeSingUp,2420,"[4] recordIndex=3, username=Gabriel, password=constrasena, confirmation=constrasena, name=Gabri, surname=Gabri, email=gabri@mail.com, accept=false",OK
2021-09-04 17:37:51.751,acme.testing.administrator.dashboard.AdministratorDashboardShowTest,showPositive,5377,"[1] publictasks=21 tasks, privatetasks=2 tasks, finishedtasks=17 tasks, nonfinishedtasks=6 tasks, averageworkload=41.8 hours.minutes, minimumworkload=4.0 hours.minutes, maximumworkload=99.0 hours.minutes, workloaddeviation=30.25 hours.minutes, averageexecutionperiod=6049.41 hours.minutes, minimumexecutionperiod=24.0 hours.minutes, maximumexecutionperiod=27560.0 hours.minutes, executionperioddeviation=9026.1 hours.minutes, numberOfPublicWorkplans=7 workplans, numberOfPrivateWorkplans=13 workplans, numberOfFinishedWorkplans=10 workplans, numberOfNonFinishedWorkplans=10 workplans, avarageWorkloadsWorkplan=49.48 hours.minutes, minimumWorkloadsWorkplan=0.0 hours.minutes, maximumWorkloadsWorkplan=157.4 hours.minutes, deviationWorkloadWorkplan=45.39 hours.minutes, avarageExecPeriodWorkplan=20891.42 hours.minutes, minimumExecPeriodWorkplan=2457.0 hours.minutes, maximumExecPeriodWorkplan=47049.0 hours.minutes, deviationExecPeriodWorkplan=13184.6 hours.minutes",OK
2021-09-04 17:37:52.575,acme.testing.administrator.dashboard.AdministratorDashboardShowTest,showNegative,447,"showNegative()",OK
2021-09-04 17:38:09.454,acme.testing.administrator.spamPanel.AdministratorBlackListShowTest,showPositive,5385,"[1] index=0, id=44, word=sex",OK
2021-09-04 17:38:14.544,acme.testing.administrator.spamPanel.AdministratorBlackListShowTest,showPositive,4732,"[2] index=1, id=45, word=sexo",OK
2021-09-04 17:38:19.581,acme.testing.administrator.spamPanel.AdministratorBlackListShowTest,showPositive,4708,"[3] index=10, id=54, word=millón de dolares",OK
2021-09-04 17:38:20.348,acme.testing.administrator.spamPanel.AdministratorBlackListShowTest,showNegative,454,"[1] index=0, id=44, word=sex",OK
2021-09-04 17:38:21.099,acme.testing.administrator.spamPanel.AdministratorBlackListShowTest,showNegative,351,"[2] index=1, id=45, word=sexo",OK
2021-09-04 17:38:21.816,acme.testing.administrator.spamPanel.AdministratorBlackListShowTest,showNegative,374,"[3] index=10, id=54, word=millón de dolares",OK
2021-09-04 17:38:41.525,acme.testing.administrator.spamPanel.AdministratorThresholdUpdateTest,updatePositive,7970,"[1] recordIndex=0, threshold=0.0",OK
2021-09-04 17:38:48.63,acme.testing.administrator.spamPanel.AdministratorThresholdUpdateTest,updatePositive,6777,"[2] recordIndex=0, threshold=10.0",OK
2021-09-04 17:38:56.404,acme.testing.administrator.spamPanel.AdministratorThresholdUpdateTest,updatePositive,7468,"[3] recordIndex=0, threshold=100.0",OK
2021-09-04 17:39:02.505,acme.testing.administrator.spamPanel.AdministratorThresholdUpdateTest,updateNegative,5788,"[1] recordIndex=0, threshold=null",OK
2021-09-04 17:39:08.737,acme.testing.administrator.spamPanel.AdministratorThresholdUpdateTest,updateNegative,5903,"[2] recordIndex=1, threshold=-12",OK
2021-09-04 17:39:14.91,acme.testing.administrator.spamPanel.AdministratorThresholdUpdateTest,updateNegative,5849,"[3] recordIndex=2, threshold=120",OK
2021-09-04 17:39:39.84,acme.testing.administrator.spamPanel.AdministratorBlackListCreateTest,createPositive,13638,"[1] recordIndex=11, word=melocoton",OK
2021-09-04 17:39:52.597,acme.testing.administrator.spamPanel.AdministratorBlackListCreateTest,createPositive,12442,"[2] recordIndex=12, word=sandia",OK
2021-09-04 17:40:05.407,acme.testing.administrator.spamPanel.AdministratorBlackListCreateTest,createPositive,12449,"[3] recordIndex=13, word=caballo",OK
2021-09-04 17:40:10.701,acme.testing.administrator.spamPanel.AdministratorBlackListCreateTest,createDuplicatedNegative,4951,"[1] recordIndex=0, word=sex",OK
2021-09-04 17:40:16.006,acme.testing.administrator.spamPanel.AdministratorBlackListCreateTest,createBlankNegative,4977,"createBlankNegative()",OK
2021-09-04 17:40:59.977,acme.testing.administrator.spamPanel.AdministratorBlackListDeleteTest,deletePositive,32913,"[1] word=sex",Cannot find 'By.name: word'
2021-09-04 17:41:00.728,acme.testing.administrator.spamPanel.AdministratorBlackListDeleteTest,deleteNegative,356,"deleteNegative()",OK
2021-09-04 17:41:16.758,acme.testing.administrator.spamPanel.AdministratorThresholdShowTest,showPositive,4819,"[1] index=0, threshold=10.0",OK
2021-09-04 17:41:17.503,acme.testing.administrator.spamPanel.AdministratorThresholdShowTest,showNegative,420,"showNegative()",OK
2021-09-04 17:41:35.16,acme.testing.administrator.spamPanel.AdministratorBlackListUpdateTest,updatePositive,6256,"[1] recordIndex=0, word=se",OK
2021-09-04 17:41:40.234,acme.testing.administrator.spamPanel.AdministratorBlackListUpdateTest,updateNegative,4748,"[1] recordIndex=0, word=null",OK
2021-09-04 17:41:45.366,acme.testing.administrator.spamPanel.AdministratorBlackListUpdateTest,updateNegative,4801,"[2] recordIndex=1, word=sexo",OK
2021-09-04 17:41:59.857,acme.testing.administrator.spamPanel.AdministratorBlackListListTest,listPositive,3442,"[1] index=0, word=sex",OK
2021-09-04 17:42:03.839,acme.testing.administrator.spamPanel.AdministratorBlackListListTest,listPositive,3471,"[2] index=1, word=sexo",OK
2021-09-04 17:42:07.523,acme.testing.administrator.spamPanel.AdministratorBlackListListTest,listPositive,3337,"[3] index=10, word=millón de dolares",OK
2021-09-04 17:42:08.288,acme.testing.administrator.spamPanel.AdministratorBlackListListTest,listNegative,434,"listNegative()",OK
2021-09-04 17:42:22.852,acme.testing.administrator.spamPanel.AdministratorThresholdListTest,listPositive,3376,"[1] index=0, threshold=10.0",OK
2021-09-04 17:42:25.969,acme.testing.administrator.spamPanel.AdministratorThresholdListTest,listNegative,2808,"listNegative()",OK
2021-09-04 17:42:40.576,acme.testing.authenticated.task.AuthenticatedTaskShowTest,showPositive,3168,"[1] index=13, title=Create TaskService, executionStart=2021/02/13 19:39, executionEnd=2021/05/14 19:39, workload=50.5, description=Create service of task entity, link=https://github.com/task2",OK
2021-09-04 17:42:43.729,acme.testing.authenticated.task.AuthenticatedTaskShowTest,showNegative,2840,"showNegative()",OK
2021-09-04 17:43:00.669,acme.testing.authenticated.task.AuthenticatedTaskListTest,listPositive,5625,"[1] index=0, title=Create TaskService, executionStart=2021/02/13 19:39, executionEnd=2021/05/14 19:39, workload=50.5, description=Create service of task entity, link=https://github.com/task2",OK
