timestamp,test-class,test-method,time,description,result
2021-09-04 20:01:20.359,acme.testing.administrator.userAccount.AdministratorListUserAccountTest,listPositive,5098,"[1] index=0, username=anonymous, name=John, surname=Doe",OK
2021-09-04 20:01:24.733,acme.testing.administrator.userAccount.AdministratorListUserAccountTest,listPositive,3920,"[2] index=1, username=administrator, name=Administrator, surname=Acme.com",OK
2021-09-04 20:01:29.051,acme.testing.administrator.userAccount.AdministratorListUserAccountTest,listPositive,3858,"[3] index=2, username=manager1, name=Jhon, surname=Lock",OK
2021-09-04 20:01:33.272,acme.testing.administrator.userAccount.AdministratorListUserAccountTest,listPositive,3858,"[4] index=3, username=manager2, name=Pepe, surname=Lock",OK
2021-09-04 20:01:34.328,acme.testing.administrator.userAccount.AdministratorListUserAccountTest,listNegative,725,"listNegative()",OK
2021-09-04 20:01:53.511,acme.testing.administrator.userAccount.AdministratorUserAccountShowTest,updatePositive,6232,"[1] recordIndex=0, username=anonymous, name=John, surname=Doe, email=john.doe@acme.com, roles=Anonymous, status=DISABLED",OK
2021-09-04 20:01:59.354,acme.testing.administrator.userAccount.AdministratorUserAccountShowTest,updatePositive,5434,"[2] recordIndex=1, username=administrator, name=Administrator, surname=Acme.com, email=administrator@acme.com, roles=Administrator Authenticated, status=ENABLED",OK
2021-09-04 20:02:05.229,acme.testing.administrator.userAccount.AdministratorUserAccountShowTest,updatePositive,5480,"[3] recordIndex=2, username=manager1, name=Jhon, surname=Lock, email=jhonlock@gmail.com, roles=Manager Authenticated, status=ENABLED",OK
2021-09-04 20:02:11.001,acme.testing.administrator.userAccount.AdministratorUserAccountShowTest,updatePositive,5429,"[4] recordIndex=3, username=manager2, name=Pepe, surname=Lock, email=pepelock@gmail.com, roles=Manager Authenticated, status=ENABLED",OK
2021-09-04 20:02:11.776,acme.testing.administrator.userAccount.AdministratorUserAccountShowTest,updateNegative,433,"updateNegative()",OK
2021-09-04 20:02:32.011,acme.testing.authenticated.userAccount.AuthenticatedUserAccountUpdateTest,updatePositive,8309,"[1] recordIndex=0, password=manag3r, confirmation=manag3r, name=John, surname=García, email=john@us.es",OK
2021-09-04 20:02:38.832,acme.testing.authenticated.userAccount.AuthenticatedUserAccountUpdateTest,updatePositive,6454,"[2] recordIndex=1, password=manag3r, confirmation=manag3r, name=Manuel Ramón, surname=Benítez López, email=juan@engineer.com",OK
2021-09-04 20:02:43.572,acme.testing.authenticated.userAccount.AuthenticatedUserAccountUpdateTest,updateNegative,4427,"[1] recordIndex=0, password=null, confirmation=null, name=null, surname=null, email=null",OK
2021-09-04 20:02:48.385,acme.testing.authenticated.userAccount.AuthenticatedUserAccountUpdateTest,updateNegative,4497,"[2] recordIndex=1, password=manag3r, confirmation=manag4r, name=sex, surname=García, email=johnus.es",OK
2021-09-04 20:03:07.989,acme.testing.manager.userAccount.ManagerCreateUserAccountTest,managerAccountCreatePositive,7474,"managerAccountCreatePositive()",OK
2021-09-04 20:03:08.852,acme.testing.manager.userAccount.ManagerCreateUserAccountTest,managerAccountCreateNegative,516,"managerAccountCreateNegative()",OK
2021-09-04 20:03:28.031,acme.testing.anonymous.userAccount.SignUpTest,positiveSingUp,6514,"[1] username=johnny, password=johnny, name=Johnny, surname=López, email=john@mail.com",OK
2021-09-04 20:03:34.664,acme.testing.anonymous.userAccount.SignUpTest,positiveSingUp,6292,"[2] username=manolo, password=manolo, name=Manuel Raúl, surname=Benítez López, email=manolo@engineer.com",OK
2021-09-04 20:03:37.877,acme.testing.anonymous.userAccount.SignUpTest,negativeSingUp,2899,"[1] recordIndex=0, username=Lisa, password=1234, confirmation=1234, name=null, surname=null, email=morganmail.com, accept=true",OK
2021-09-04 20:03:41.075,acme.testing.anonymous.userAccount.SignUpTest,negativeSingUp,2835,"[2] recordIndex=1, username=Gabriel, password=constrasena, confirmation=password, name=Gabri, surname=Gabri, email=gabri@mail.com, accept=true",OK
2021-09-04 20:03:44.158,acme.testing.anonymous.userAccount.SignUpTest,negativeSingUp,2752,"[3] recordIndex=2, username=null, password=null, confirmation=null, name=null, surname=null, email=null, accept=true",OK
2021-09-04 20:03:46.923,acme.testing.anonymous.userAccount.SignUpTest,negativeSingUp,2439,"[4] recordIndex=3, username=Gabriel, password=constrasena, confirmation=constrasena, name=Gabri, surname=Gabri, email=gabri@mail.com, accept=false",OK
2021-09-04 20:04:04.289,acme.testing.administrator.dashboard.AdministratorDashboardShowTest,showPositive,5785,"[1] publictasks=21 tasks, privatetasks=2 tasks, finishedtasks=17 tasks, nonfinishedtasks=6 tasks, averageworkload=41.8 hours.minutes, minimumworkload=4.0 hours.minutes, maximumworkload=99.0 hours.minutes, workloaddeviation=30.25 hours.minutes, averageexecutionperiod=6049.41 hours.minutes, minimumexecutionperiod=24.0 hours.minutes, maximumexecutionperiod=27560.0 hours.minutes, executionperioddeviation=9026.1 hours.minutes, numberOfPublicWorkplans=7 workplans, numberOfPrivateWorkplans=13 workplans, numberOfFinishedWorkplans=10 workplans, numberOfNonFinishedWorkplans=10 workplans, avarageWorkloadsWorkplan=49.48 hours.minutes, minimumWorkloadsWorkplan=0.0 hours.minutes, maximumWorkloadsWorkplan=157.4 hours.minutes, deviationWorkloadWorkplan=45.39 hours.minutes, avarageExecPeriodWorkplan=20891.42 hours.minutes, minimumExecPeriodWorkplan=2457.0 hours.minutes, maximumExecPeriodWorkplan=47049.0 hours.minutes, deviationExecPeriodWorkplan=13184.6 hours.minutes",OK
2021-09-04 20:04:05.157,acme.testing.administrator.dashboard.AdministratorDashboardShowTest,showNegative,505,"showNegative()",OK
2021-09-04 20:04:23.06,acme.testing.administrator.spamPanel.AdministratorBlackListShowTest,showPositive,5432,"[1] index=0, id=44, word=sex",OK
2021-09-04 20:04:28.188,acme.testing.administrator.spamPanel.AdministratorBlackListShowTest,showPositive,4754,"[2] index=1, id=45, word=sexo",OK
2021-09-04 20:04:33.254,acme.testing.administrator.spamPanel.AdministratorBlackListShowTest,showPositive,4706,"[3] index=10, id=54, word=millón de dolares",OK
2021-09-04 20:04:34.063,acme.testing.administrator.spamPanel.AdministratorBlackListShowTest,showNegative,481,"[1] index=0, id=44, word=sex",OK
2021-09-04 20:04:34.864,acme.testing.administrator.spamPanel.AdministratorBlackListShowTest,showNegative,342,"[2] index=1, id=45, word=sexo",OK
2021-09-04 20:04:35.561,acme.testing.administrator.spamPanel.AdministratorBlackListShowTest,showNegative,370,"[3] index=10, id=54, word=millón de dolares",OK
2021-09-04 20:04:56.464,acme.testing.administrator.spamPanel.AdministratorThresholdUpdateTest,updatePositive,8529,"[1] recordIndex=0, threshold=0.0",OK
2021-09-04 20:05:03.478,acme.testing.administrator.spamPanel.AdministratorThresholdUpdateTest,updatePositive,6701,"[2] recordIndex=0, threshold=10.0",OK
2021-09-04 20:05:10.573,acme.testing.administrator.spamPanel.AdministratorThresholdUpdateTest,updatePositive,6764,"[3] recordIndex=0, threshold=100.0",OK
2021-09-04 20:05:16.739,acme.testing.administrator.spamPanel.AdministratorThresholdUpdateTest,updateNegative,5835,"[1] recordIndex=0, threshold=null",OK
2021-09-04 20:05:22.848,acme.testing.administrator.spamPanel.AdministratorThresholdUpdateTest,updateNegative,5793,"[2] recordIndex=1, threshold=-12",OK
2021-09-04 20:05:29.136,acme.testing.administrator.spamPanel.AdministratorThresholdUpdateTest,updateNegative,5897,"[3] recordIndex=2, threshold=120",OK
2021-09-04 20:05:56.368,acme.testing.administrator.spamPanel.AdministratorBlackListCreateTest,createPositive,14876,"[1] recordIndex=11, word=melocoton",OK
2021-09-04 20:06:10.234,acme.testing.administrator.spamPanel.AdministratorBlackListCreateTest,createPositive,13557,"[2] recordIndex=12, word=sandia",OK
2021-09-04 20:06:26.283,acme.testing.administrator.spamPanel.AdministratorBlackListCreateTest,createPositive,15670,"[3] recordIndex=13, word=caballo",OK
2021-09-04 20:06:31.894,acme.testing.administrator.spamPanel.AdministratorBlackListCreateTest,createDuplicatedNegative,5241,"[1] recordIndex=0, word=sex",OK
2021-09-04 20:06:37.374,acme.testing.administrator.spamPanel.AdministratorBlackListCreateTest,createBlankNegative,5050,"createBlankNegative()",OK
2021-09-04 20:06:55.38,acme.testing.administrator.spamPanel.AdministratorBlackListDeleteTest,deletePositive,6300,"[1] word=sex",OK
2021-09-04 20:06:56.205,acme.testing.administrator.spamPanel.AdministratorBlackListDeleteTest,deleteNegative,432,"deleteNegative()",OK
2021-09-04 20:07:14.245,acme.testing.administrator.spamPanel.AdministratorThresholdShowTest,showPositive,5551,"[1] index=0, threshold=10.0",OK
2021-09-04 20:07:15.313,acme.testing.administrator.spamPanel.AdministratorThresholdShowTest,showNegative,620,"showNegative()",OK
2021-09-04 20:07:34.456,acme.testing.administrator.spamPanel.AdministratorBlackListUpdateTest,updatePositive,6077,"[1] recordIndex=0, word=se",OK
2021-09-04 20:07:39.663,acme.testing.administrator.spamPanel.AdministratorBlackListUpdateTest,updateNegative,4817,"[1] recordIndex=0, word=null",OK
2021-09-04 20:07:44.74,acme.testing.administrator.spamPanel.AdministratorBlackListUpdateTest,updateNegative,4762,"[2] recordIndex=1, word=sexo",OK
2021-09-04 20:08:00.636,acme.testing.administrator.spamPanel.AdministratorBlackListListTest,listPositive,3784,"[1] index=0, word=sex",OK
2021-09-04 20:08:04.462,acme.testing.administrator.spamPanel.AdministratorBlackListListTest,listPositive,3401,"[2] index=1, word=sexo",OK
